date,real,predicho,set
2010-01-01 00:00:00,49.0,49.005547,train
2010-01-01 01:00:00,52.0,51.752895,train
2010-01-01 02:00:00,47.0,48.784184,train
2010-01-01 03:00:00,49.0,48.16223,train
2010-01-01 04:00:00,49.5,49.809288,train
2010-01-01 05:00:00,52.0,46.616634,train
2010-01-01 06:00:00,50.0,51.375416,train
2010-01-01 07:00:00,51.0,67.950195,train
2010-01-01 08:00:00,50.84,69.46955,train
2010-01-01 09:00:00,52.0,63.130608,train
2010-01-01 10:00:00,58.0,65.86073,train
2010-01-01 11:00:00,129.0,67.6022,train
2010-01-01 12:00:00,129.0,72.75281,train
2010-01-01 13:00:00,129.0,70.865234,train
2010-01-01 14:00:00,129.0,72.884895,train
2010-01-01 15:00:00,129.0,102.91573,train
2010-01-01 16:00:00,129.0,91.31646,train
2010-01-01 17:00:00,129.0,92.052185,train
2010-01-01 18:00:00,148.0,125.24938,train
2010-01-01 19:00:00,159.0,90.354935,train
2010-01-01 20:00:00,181.0,111.15752,train
2010-01-01 21:00:00,138.0,76.26328,train
2010-01-01 22:00:00,109.0,67.359406,train
2010-01-01 23:00:00,105.0,89.45114,train
2010-01-02 00:00:00,124.0,122.07305,train
2010-01-02 01:00:00,120.0,136.41429,train
2010-01-02 02:00:00,132.0,151.95593,train
2010-01-02 03:00:00,140.0,164.78717,train
2010-01-02 04:00:00,152.0,125.92783,train
2010-01-02 05:00:00,148.0,116.76974,train
2010-01-02 06:00:00,164.0,128.08862,train
2010-01-02 07:00:00,158.0,132.92737,train
2010-01-02 08:00:00,154.0,135.6202,train
2010-01-02 09:00:00,159.0,135.1578,train
2010-01-02 10:00:00,164.0,141.7657,train
2010-01-02 11:00:00,170.0,143.46962,train
2010-01-02 12:00:00,149.0,148.60443,train
2010-01-02 13:00:00,154.0,156.78903,train
2010-01-02 14:00:00,164.0,140.96698,train
2010-01-02 15:00:00,156.0,146.21536,train
2010-01-02 16:00:00,125.99999999999999,150.79425,train
2010-01-02 17:00:00,90.0,143.83214,train
2010-01-02 18:00:00,62.99999999999999,145.9458,train
2010-01-02 19:00:00,65.0,130.1664,train
2010-01-02 20:00:00,55.0,137.52126,train
