date,real,predicho,set
2010-01-01 00:00:00,75.5,74.881256,train
2010-01-01 01:00:00,63.5,62.0774,train
2010-01-01 02:00:00,56.5,57.51498,train
2010-01-01 03:00:00,47.0,51.963516,train
2010-01-01 04:00:00,51.0,49.704586,train
2010-01-01 05:00:00,49.0,47.544712,train
2010-01-01 06:00:00,52.0,47.886192,train
2010-01-01 07:00:00,47.0,46.336388,train
2010-01-01 08:00:00,49.0,47.904263,train
2010-01-01 09:00:00,49.5,44.607944,train
2010-01-01 10:00:00,52.0,45.682747,train
2010-01-01 11:00:00,50.0,45.34639,train
2010-01-01 12:00:00,51.0,47.463997,train
2010-01-01 13:00:00,50.84,47.11724,train
2010-01-01 14:00:00,52.0,48.200405,train
2010-01-01 15:00:00,58.0,64.36582,train
2010-01-01 16:00:00,129.0,60.305466,train
2010-01-01 17:00:00,129.0,69.21348,train
2010-01-01 18:00:00,129.0,133.71584,train
2010-01-01 19:00:00,129.0,126.5307,train
2010-01-01 20:00:00,129.0,129.92085,train
2010-01-01 21:00:00,129.0,117.638214,train
2010-01-01 22:00:00,129.0,119.53548,train
2010-01-01 23:00:00,148.0,133.05458,train
2010-01-02 00:00:00,159.0,129.70563,train
2010-01-02 01:00:00,181.0,153.51886,train
2010-01-02 02:00:00,138.0,172.53839,train
2010-01-02 03:00:00,109.0,176.97113,train
2010-01-02 04:00:00,105.0,130.91872,train
2010-01-02 05:00:00,124.0,104.90402,train
2010-01-02 06:00:00,120.0,112.3431,train
2010-01-02 07:00:00,132.0,132.44843,train
2010-01-02 08:00:00,140.0,125.98923,train
2010-01-02 09:00:00,152.0,140.31174,train
2010-01-02 10:00:00,148.0,150.29483,train
2010-01-02 11:00:00,164.0,156.78722,train
2010-01-02 12:00:00,158.0,149.85449,train
2010-01-02 13:00:00,154.0,166.90523,train
2010-01-02 14:00:00,159.0,157.0781,train
2010-01-02 15:00:00,164.0,155.06784,train
2010-01-02 16:00:00,170.0,170.70183,train
2010-01-02 17:00:00,149.0,172.76309,train
2010-01-02 18:00:00,154.0,174.78279,train
2010-01-02 19:00:00,164.0,147.46301,train
2010-01-02 20:00:00,156.0,162.13507,train
2010-01-02 21:00:00,125.99999999999999,176.51755,train
2010-01-02 22:00:00,90.0,159.08331,train
2010-01-02 23:00:00,62.99999999999999,121.81462,train
2010-01-03 00:00:00,65.0,89.98936,train
2010-01-03 01:00:00,55.0,72.32593,train
2010-01-03 02:00:00,65.0,77.038734,train
2010-01-03 03:00:00,83.0,69.17222,train
2010-01-03 04:00:00,91.0,78.18857,train
2010-01-03 05:00:00,86.0,93.38249,train
2010-01-03 06:00:00,82.0,98.94447,train
2010-01-03 07:00:00,86.0,94.431046,train
2010-01-03 08:00:00,78.0,91.81244,train
2010-01-03 09:00:00,98.0,92.07686,train
2010-01-03 10:00:00,107.0,84.07743,train
2010-01-03 11:00:00,90.0,100.66228,train
2010-01-03 12:00:00,96.0,110.99621,train
2010-01-03 13:00:00,95.0,94.15136,train
2010-01-03 14:00:00,86.0,98.4649,train
2010-01-03 15:00:00,70.0,100.4128,train
2010-01-03 16:00:00,61.0,91.06647,train
2010-01-03 17:00:00,53.0,73.857414,train
2010-01-03 18:00:00,71.0,70.54837,train
2010-01-03 19:00:00,72.0,66.00791,train
2010-01-03 20:00:00,76.0,72.11448,train
2010-01-03 21:00:00,73.0,71.116295,train
2010-01-03 22:00:00,79.0,69.502266,train
2010-01-03 23:00:00,58.0,63.402187,train
2010-01-04 00:00:00,25.0,67.79603,train
2010-01-04 01:00:00,26.0,52.55974,train
2010-01-04 02:00:00,28.0,27.554033,train
2010-01-04 03:00:00,26.0,23.475979,train
2010-01-04 04:00:00,20.0,25.87193,train
2010-01-04 05:00:00,29.0,24.41275,train
2010-01-04 06:00:00,26.0,20.851294,train
2010-01-04 07:00:00,27.0,23.867142,train
2010-01-04 08:00:00,27.0,23.94488,train
2010-01-04 09:00:00,25.0,25.841326,train
2010-01-04 10:00:00,29.0,26.310486,train
2010-01-04 11:00:00,32.0,24.427652,train
2010-01-04 12:00:00,28.0,26.08572,train
2010-01-04 13:00:00,29.0,29.704445,train
2010-01-04 14:00:00,30.0,28.444849,train
2010-01-04 15:00:00,30.0,27.24483,train
2010-01-04 16:00:00,28.0,28.543682,train
2010-01-04 17:00:00,26.0,30.141935,train
2010-01-04 18:00:00,31.0,28.758436,train
2010-01-04 19:00:00,33.0,25.39419,train
2010-01-04 20:00:00,29.0,30.904387,train
2010-01-04 21:00:00,31.0,33.662815,train
2010-01-04 22:00:00,30.0,28.768818,train
2010-01-04 23:00:00,34.0,30.943623,train
2010-01-05 00:00:00,27.0,30.104988,train
2010-01-05 01:00:00,25.0,34.628834,train
2010-01-05 02:00:00,28.0,29.268723,train
2010-01-05 03:00:00,28.0,25.645285,train
2010-01-05 04:00:00,27.0,27.289299,train
2010-01-05 05:00:00,27.0,28.189898,train
2010-01-05 06:00:00,27.0,28.636309,train
2010-01-05 07:00:00,29.0,27.899391,train
2010-01-05 08:00:00,36.0,27.76599,train
2010-01-05 09:00:00,30.0,28.607893,train
2010-01-05 10:00:00,27.0,34.34596,train
2010-01-05 11:00:00,39.0,33.02484,train
2010-01-05 12:00:00,41.0,30.085327,train
2010-01-05 13:00:00,33.0,36.9683,train
2010-01-05 14:00:00,50.0,58.41494,train
2010-01-05 15:00:00,56.0,48.17193,train
2010-01-05 16:00:00,59.0,55.71265,train
2010-01-05 17:00:00,60.0,56.22996,train
2010-01-05 18:00:00,84.0,60.10783,train
2010-01-05 19:00:00,106.0,60.425446,train
2010-01-05 20:00:00,66.0,79.87854,train
2010-01-05 21:00:00,50.0,97.88779,train
2010-01-05 22:00:00,56.0,53.963974,train
2010-01-05 23:00:00,77.0,48.77881,train
2010-01-06 00:00:00,50.0,51.713318,train
2010-01-06 01:00:00,44.0,77.286545,train
2010-01-06 02:00:00,27.0,55.55408,train
2010-01-06 03:00:00,28.0,46.067783,train
2010-01-06 04:00:00,21.0,33.087456,train
2010-01-06 05:00:00,25.0,28.671648,train
2010-01-06 06:00:00,20.0,27.351488,train
2010-01-06 07:00:00,29.0,24.45356,train
2010-01-06 08:00:00,34.0,21.843746,train
2010-01-06 09:00:00,42.0,25.302864,train
2010-01-06 10:00:00,28.0,33.70336,train
2010-01-06 11:00:00,36.0,44.372925,train
2010-01-06 12:00:00,48.0,34.493443,train
2010-01-06 13:00:00,49.0,33.53363,train
2010-01-06 14:00:00,52.0,46.00962,train
2010-01-06 15:00:00,56.0,60.43492,train
2010-01-06 16:00:00,96.0,60.09029,train
2010-01-06 17:00:00,75.0,59.880085,train
2010-01-06 18:00:00,105.0,91.00026,train
2010-01-06 19:00:00,132.0,82.05016,train
2010-01-06 20:00:00,93.0,105.61913,train
2010-01-06 21:00:00,131.0,123.960915,train
2010-01-06 22:00:00,127.0,70.40439,train
2010-01-06 23:00:00,130.0,110.71406,train
2010-01-07 00:00:00,43.0,100.60153,train
2010-01-07 01:00:00,37.0,128.26836,train
2010-01-07 02:00:00,30.0,55.347435,train
2010-01-07 03:00:00,28.0,41.072,train
2010-01-07 04:00:00,24.0,30.9069,train
2010-01-07 05:00:00,23.0,26.196878,train
2010-01-07 06:00:00,24.0,23.380825,train
2010-01-07 07:00:00,27.0,26.890842,train
2010-01-07 08:00:00,40.0,27.509596,train
2010-01-07 09:00:00,42.0,28.805185,train
2010-01-07 10:00:00,42.0,35.478134,train
2010-01-07 11:00:00,55.0,42.363144,train
2010-01-07 12:00:00,52.0,41.13108,train
2010-01-07 13:00:00,51.0,53.803413,train
2010-01-07 14:00:00,57.0,51.19092,train
2010-01-07 15:00:00,50.0,47.492813,train
2010-01-07 16:00:00,54.0,54.583416,train
2010-01-07 17:00:00,67.0,51.197002,train
2010-01-07 18:00:00,106.0,66.887024,train
2010-01-07 19:00:00,159.0,77.004105,train
2010-01-07 20:00:00,198.0,115.27188,train
2010-01-07 21:00:00,190.0,169.13509,train
2010-01-07 22:00:00,210.0,211.8415,train
2010-01-07 23:00:00,195.0,182.42554,train
2010-01-08 00:00:00,275.0,209.60664,train
2010-01-08 01:00:00,164.0,170.84969,train
2010-01-08 02:00:00,110.0,246.47171,train
2010-01-08 03:00:00,100.0,135.42648,train
2010-01-08 04:00:00,81.0,113.64032,train
2010-01-08 05:00:00,71.0,107.9416,train
2010-01-08 06:00:00,66.0,78.62128,train
2010-01-08 07:00:00,92.0,88.97607,train
2010-01-08 08:00:00,135.0,89.97163,train
2010-01-08 09:00:00,155.0,114.35394,train
2010-01-08 10:00:00,198.0,151.72943,train
2010-01-08 11:00:00,250.00000000000003,159.95764,train
2010-01-08 12:00:00,200.0,199.42139,train
2010-01-08 13:00:00,231.0,233.76614,train
2010-01-08 14:00:00,250.00000000000003,183.01538,train
2010-01-08 15:00:00,212.0,218.92929,train
2010-01-08 16:00:00,219.0,248.76718,train
2010-01-08 17:00:00,227.0,221.0329,train
2010-01-08 18:00:00,226.0,229.29433,train
2010-01-08 19:00:00,225.0,238.61446,train
2010-01-08 20:00:00,168.0,230.59932,train
2010-01-08 21:00:00,169.0,197.26904,train
2010-01-08 22:00:00,165.0,99.213806,train
2010-01-08 23:00:00,159.0,127.962906,train
2010-01-09 00:00:00,167.0,164.43214,train
2010-01-09 01:00:00,196.0,147.02866,train
2010-01-09 02:00:00,169.0,154.97124,train
2010-01-09 03:00:00,155.0,170.81203,train
2010-01-09 04:00:00,119.0,142.61444,train
2010-01-09 05:00:00,106.0,125.38541,train
2010-01-09 06:00:00,93.0,88.286125,train
2010-01-09 07:00:00,84.0,89.34366,train
2010-01-09 08:00:00,73.0,78.86531,train
2010-01-09 09:00:00,66.0,78.19932,train
2010-01-09 10:00:00,40.0,72.83116,train
2010-01-09 11:00:00,49.0,67.15952,train
2010-01-09 12:00:00,50.0,44.549362,train
2010-01-09 13:00:00,49.0,47.265068,train
2010-01-09 14:00:00,41.0,49.457405,train
2010-01-09 15:00:00,37.0,49.378918,train
2010-01-09 16:00:00,45.0,44.75458,train
2010-01-09 17:00:00,44.0,47.212715,train
2010-01-09 18:00:00,54.0,58.154728,train
2010-01-09 19:00:00,50.0,48.25257,train
2010-01-09 20:00:00,47.0,54.71275,train
2010-01-09 21:00:00,66.0,61.537838,train
2010-01-09 22:00:00,75.0,60.96123,train
2010-01-09 23:00:00,82.0,81.92029,train
2010-01-10 00:00:00,66.0,86.32678,train
2010-01-10 01:00:00,83.0,92.52676,train
2010-01-10 02:00:00,62.0,67.091705,train
2010-01-10 03:00:00,40.0,77.1613,train
2010-01-10 04:00:00,23.0,54.850563,train
2010-01-10 05:00:00,25.0,36.35582,train
2010-01-10 06:00:00,27.0,26.65184,train
2010-01-10 07:00:00,35.0,24.509733,train
2010-01-10 08:00:00,50.0,26.556757,train
2010-01-10 09:00:00,70.0,32.57544,train
2010-01-10 10:00:00,75.0,52.09607,train
2010-01-10 11:00:00,58.0,66.312584,train
2010-01-10 12:00:00,70.0,72.58952,train
2010-01-10 13:00:00,68.0,52.628376,train
2010-01-10 14:00:00,71.0,67.80693,train
2010-01-10 15:00:00,88.0,65.650505,train
2010-01-10 16:00:00,84.0,68.85458,train
2010-01-10 17:00:00,83.0,78.79143,train
2010-01-10 18:00:00,66.0,78.600136,train
2010-01-10 19:00:00,27.0,76.29948,train
2010-01-10 20:00:00,24.0,61.07319,train
2010-01-10 21:00:00,22.0,27.8316,train
2010-01-10 22:00:00,23.0,22.067541,train
2010-01-10 23:00:00,27.0,22.31168,train
2010-01-11 00:00:00,23.0,23.25496,train
2010-01-11 01:00:00,17.0,38.66401,train
2010-01-11 02:00:00,17.0,29.544268,train
2010-01-11 03:00:00,16.0,20.24761,train
2010-01-11 04:00:00,16.0,18.209972,train
2010-01-11 05:00:00,20.0,18.113697,train
2010-01-11 06:00:00,20.0,17.395166,train
2010-01-11 07:00:00,18.0,22.19096,train
2010-01-11 08:00:00,25.0,21.012173,train
2010-01-11 09:00:00,26.0,18.808424,train
2010-01-11 10:00:00,27.0,22.980997,train
2010-01-11 11:00:00,28.0,24.180082,train
2010-01-11 12:00:00,15.0,25.882586,train
2010-01-11 13:00:00,24.0,25.627073,train
2010-01-11 14:00:00,13.0,17.13045,train
2010-01-11 15:00:00,13.0,23.175905,train
2010-01-11 16:00:00,13.0,16.420698,train
2010-01-11 17:00:00,17.0,15.865486,train
2010-01-11 18:00:00,20.0,16.00451,train
2010-01-11 19:00:00,27.0,18.575865,train
2010-01-11 20:00:00,20.0,20.7217,train
2010-01-11 21:00:00,15.0,23.954578,train
2010-01-11 22:00:00,21.0,21.992197,train
2010-01-11 23:00:00,21.0,22.388342,train
2010-01-12 00:00:00,37.0,31.01075,train
2010-01-12 01:00:00,26.0,33.115913,train
2010-01-12 02:00:00,15.0,45.23721,train
2010-01-12 03:00:00,9.0,42.09689,train
2010-01-12 04:00:00,11.0,23.574612,train
2010-01-12 05:00:00,11.0,18.254988,train
2010-01-12 06:00:00,16.0,15.001577,train
2010-01-12 07:00:00,13.0,15.776431,train
2010-01-12 08:00:00,15.0,17.224985,train
2010-01-12 09:00:00,21.0,17.5113,train
2010-01-12 10:00:00,24.0,17.980455,train
2010-01-12 11:00:00,22.0,21.104244,train
2010-01-12 12:00:00,22.0,24.094603,train
2010-01-12 13:00:00,22.0,23.600754,train
2010-01-12 14:00:00,19.0,23.465837,train
2010-01-12 15:00:00,23.0,23.600826,train
2010-01-12 16:00:00,25.0,20.799507,train
2010-01-12 17:00:00,25.0,23.003311,train
2010-01-12 18:00:00,31.0,25.169731,train
2010-01-12 19:00:00,25.0,25.742521,train
2010-01-12 20:00:00,22.0,30.565266,train
2010-01-12 21:00:00,22.0,26.65331,train
2010-01-12 22:00:00,15.0,24.317646,train
2010-01-12 23:00:00,16.0,23.758236,train
2010-01-13 00:00:00,11.0,17.813536,train
2010-01-13 01:00:00,11.0,16.708065,train
2010-01-13 02:00:00,12.0,15.354132,train
2010-01-13 03:00:00,11.0,15.438774,train
2010-01-13 04:00:00,12.0,15.588001,train
2010-01-13 05:00:00,27.0,14.811614,train
2010-01-13 06:00:00,28.0,15.082421,train
2010-01-13 07:00:00,34.0,24.414307,train
2010-01-13 08:00:00,33.0,25.930962,train
2010-01-13 09:00:00,36.0,31.618673,train
2010-01-13 10:00:00,26.0,33.00153,train
2010-01-13 11:00:00,49.0,33.642563,train
2010-01-13 12:00:00,52.0,26.257257,train
2010-01-13 13:00:00,47.0,41.567757,train
2010-01-13 14:00:00,47.0,48.27684,train
2010-01-13 15:00:00,39.0,45.229546,train
2010-01-13 16:00:00,59.0,45.351246,train
2010-01-13 17:00:00,76.0,57.390823,train
2010-01-13 18:00:00,96.0,74.38288,train
2010-01-13 19:00:00,95.0,90.47454,train
2010-01-13 20:00:00,68.0,108.959114,train
2010-01-13 21:00:00,65.0,110.46752,train
2010-01-13 22:00:00,75.0,75.73554,train
2010-01-13 23:00:00,257.0,82.41358,train
2010-01-14 00:00:00,174.0,90.0692,train
2010-01-14 01:00:00,164.0,234.89629,train
2010-01-14 02:00:00,161.0,145.36504,train
2010-01-14 03:00:00,137.0,140.73813,train
2010-01-14 04:00:00,92.0,134.06767,train
2010-01-14 05:00:00,64.0,105.51943,train
2010-01-14 06:00:00,87.0,62.466915,train
2010-01-14 07:00:00,87.0,52.357544,train
2010-01-14 08:00:00,84.0,84.86352,train
2010-01-14 09:00:00,95.0,82.334076,train
2010-01-14 10:00:00,79.0,79.39582,train
2010-01-14 11:00:00,75.0,87.35433,train
2010-01-14 12:00:00,79.0,67.31108,train
2010-01-14 13:00:00,86.0,68.42997,train
2010-01-14 14:00:00,72.0,71.82364,train
2010-01-14 15:00:00,89.0,78.683,train
2010-01-14 16:00:00,94.0,83.291725,train
2010-01-14 17:00:00,69.0,97.43349,train
2010-01-14 18:00:00,49.0,76.85141,train
2010-01-14 19:00:00,33.0,52.58385,train
2010-01-14 20:00:00,27.0,43.154316,train
2010-01-14 21:00:00,20.0,31.569529,train
2010-01-14 22:00:00,36.0,32.80836,train
2010-01-14 23:00:00,37.0,20.454252,train
2010-01-15 00:00:00,30.0,29.532354,train
2010-01-15 01:00:00,18.0,34.88845,train
2010-01-15 02:00:00,21.0,29.667439,train
2010-01-15 03:00:00,13.0,21.501759,train
2010-01-15 04:00:00,23.0,21.587282,train
2010-01-15 05:00:00,26.0,17.127808,train
2010-01-15 06:00:00,27.0,22.998152,train
2010-01-15 07:00:00,30.0,25.219484,train
2010-01-15 08:00:00,28.0,27.36093,train
2010-01-15 09:00:00,26.0,28.879086,train
2010-01-15 10:00:00,26.0,29.649035,train
2010-01-15 11:00:00,31.0,25.008589,train
2010-01-15 12:00:00,35.0,23.95747,train
2010-01-15 13:00:00,36.0,39.558872,train
2010-01-15 14:00:00,37.0,50.33888,train
2010-01-15 15:00:00,64.0,53.12854,train
2010-01-15 16:00:00,83.0,53.752163,train
2010-01-15 17:00:00,91.0,81.39168,train
2010-01-15 18:00:00,90.0,96.67428,train
2010-01-15 19:00:00,102.0,105.6498,train
2010-01-15 20:00:00,94.0,108.45061,train
2010-01-15 21:00:00,87.0,114.07063,train
2010-01-15 22:00:00,141.0,102.5744,train
2010-01-15 23:00:00,211.0,98.17034,train
2010-01-16 00:00:00,242.0,150.87291,train
2010-01-16 01:00:00,271.0,221.57487,train
2010-01-16 02:00:00,249.0,220.57709,train
2010-01-16 03:00:00,200.0,241.50531,train
2010-01-16 04:00:00,147.0,228.5013,train
2010-01-16 05:00:00,114.0,140.17426,train
2010-01-16 06:00:00,102.0,95.83665,train
2010-01-16 07:00:00,108.0,91.63678,train
2010-01-16 08:00:00,135.0,91.54881,train
2010-01-16 09:00:00,120.0,99.88834,train
2010-01-16 10:00:00,148.0,125.75296,train
2010-01-16 11:00:00,127.0,130.19629,train
2010-01-16 12:00:00,128.0,144.11823,train
2010-01-16 13:00:00,140.0,130.95998,train
2010-01-16 14:00:00,148.0,136.9536,train
2010-01-16 15:00:00,150.0,147.49268,train
2010-01-16 16:00:00,154.0,162.45706,train
2010-01-16 17:00:00,197.0,168.77284,train
2010-01-16 18:00:00,235.0,172.29329,train
2010-01-16 19:00:00,261.0,224.33157,train
2010-01-16 20:00:00,269.0,239.75488,train
2010-01-16 21:00:00,266.0,265.7695,train
2010-01-16 22:00:00,263.0,241.37753,train
2010-01-16 23:00:00,241.0,228.8741,train
2010-01-17 00:00:00,205.0,194.74042,train
2010-01-17 01:00:00,160.0,224.06741,train
2010-01-17 02:00:00,150.0,181.04276,train
2010-01-17 03:00:00,148.0,106.73687,train
2010-01-17 04:00:00,208.0,136.48856,train
2010-01-17 05:00:00,209.0,133.50641,train
2010-01-17 06:00:00,183.0,188.63281,train
2010-01-17 07:00:00,161.0,185.18748,train
2010-01-17 08:00:00,182.0,132.69551,train
2010-01-17 09:00:00,230.0,138.52199,train
2010-01-17 10:00:00,170.0,190.47557,train
2010-01-17 11:00:00,172.0,250.92223,train
2010-01-17 12:00:00,154.0,151.67645,train
2010-01-17 13:00:00,166.0,182.27313,train
2010-01-17 14:00:00,177.0,157.07303,train
2010-01-17 15:00:00,191.0,182.26817,train
2010-01-17 16:00:00,212.0,194.90257,train
2010-01-17 17:00:00,250.00000000000003,217.79199,train
2010-01-17 18:00:00,268.0,264.60065,train
2010-01-17 19:00:00,317.0,299.91913,train
2010-01-17 20:00:00,291.0,305.07114,train
2010-01-17 21:00:00,313.0,337.17847,train
2010-01-17 22:00:00,282.0,301.38873,train
2010-01-17 23:00:00,282.0,303.2081,train
2010-01-18 00:00:00,303.0,269.12796,train
2010-01-18 01:00:00,349.0,221.61255,train
2010-01-18 02:00:00,407.0,263.3707,train
2010-01-18 03:00:00,361.0,294.55807,train
2010-01-18 04:00:00,234.0,284.60782,train
2010-01-18 05:00:00,149.0,299.46857,train
2010-01-18 06:00:00,147.0,149.08774,train
2010-01-18 07:00:00,184.0,88.48506,train
2010-01-18 08:00:00,161.0,134.00189,train
2010-01-18 09:00:00,137.0,159.8619,train
2010-01-18 10:00:00,146.0,140.62544,train
2010-01-18 11:00:00,144.0,122.089645,train
2010-01-18 12:00:00,154.0,147.00235,train
2010-01-18 13:00:00,173.0,143.72803,train
2010-01-18 14:00:00,188.0,164.07791,train
2010-01-18 15:00:00,203.0,200.57703,train
2010-01-18 16:00:00,233.0,223.94646,train
2010-01-18 17:00:00,408.0,261.21054,train
2010-01-18 18:00:00,435.0,281.36057,train
2010-01-18 19:00:00,403.0,425.54388,train
2010-01-18 20:00:00,360.0,445.63766,train
2010-01-18 21:00:00,402.0,359.15912,train
2010-01-18 22:00:00,358.0,336.90652,train
2010-01-18 23:00:00,383.0,383.29355,train
2010-01-19 00:00:00,332.0,348.29556,train
2010-01-19 01:00:00,274.0,326.36572,train
2010-01-19 02:00:00,256.0,290.48965,train
2010-01-19 03:00:00,302.0,244.69363,train
2010-01-19 04:00:00,330.0,251.77873,train
2010-01-19 05:00:00,367.0,296.05966,train
2010-01-19 06:00:00,297.0,326.85892,train
2010-01-19 07:00:00,331.0,344.5779,train
2010-01-19 08:00:00,323.0,329.8401,train
2010-01-19 09:00:00,339.0,335.42926,train
2010-01-19 10:00:00,301.0,335.49753,train
2010-01-19 11:00:00,310.0,318.3689,train
2010-01-19 12:00:00,305.0,302.82446,train
2010-01-19 13:00:00,313.0,321.4168,train
2010-01-19 14:00:00,336.0,325.9502,train
2010-01-19 15:00:00,357.0,322.7409,train
2010-01-19 16:00:00,485.0,351.8674,train
2010-01-19 17:00:00,426.0,360.19763,train
2010-01-19 18:00:00,403.0,481.8898,train
2010-01-19 19:00:00,374.0,377.99817,train
2010-01-19 20:00:00,333.0,330.40753,train
2010-01-19 21:00:00,343.0,295.84448,train
2010-01-19 22:00:00,364.0,290.41458,train
2010-01-19 23:00:00,389.0,313.3691,train
2010-01-20 00:00:00,368.0,329.9353,train
2010-01-20 01:00:00,267.0,342.20486,train
2010-01-20 02:00:00,71.0,308.3237,train
2010-01-20 03:00:00,81.0,199.18182,train
2010-01-20 04:00:00,51.0,44.318905,train
2010-01-20 05:00:00,49.0,59.398987,train
2010-01-20 06:00:00,44.0,40.796898,train
2010-01-20 07:00:00,45.0,38.875656,train
2010-01-20 08:00:00,35.0,37.271904,train
2010-01-20 09:00:00,29.0,42.54678,train
2010-01-20 10:00:00,27.0,33.469696,train
2010-01-20 11:00:00,29.0,26.338106,train
2010-01-20 12:00:00,16.0,24.348898,train
2010-01-20 13:00:00,23.0,27.323002,train
2010-01-20 14:00:00,28.0,17.428385,train
2010-01-20 15:00:00,22.0,26.681223,train
2010-01-20 16:00:00,11.0,30.360287,train
2010-01-20 17:00:00,25.0,26.720648,train
2010-01-20 18:00:00,16.0,17.961662,train
2010-01-20 19:00:00,20.0,26.2494,train
2010-01-20 20:00:00,20.0,19.363852,train
2010-01-20 21:00:00,18.0,19.512224,train
2010-01-20 22:00:00,18.0,20.842564,train
2010-01-20 23:00:00,17.0,18.434713,train
2010-01-21 00:00:00,17.0,18.276243,train
2010-01-21 01:00:00,17.0,17.423689,train
2010-01-21 02:00:00,15.0,18.800858,train
2010-01-21 03:00:00,19.0,17.266476,train
2010-01-21 04:00:00,16.0,15.820479,train
2010-01-21 05:00:00,18.0,19.74942,train
2010-01-21 06:00:00,18.0,15.071792,train
2010-01-21 07:00:00,18.0,17.200018,train
2010-01-21 08:00:00,26.0,17.200018,train
2010-01-21 09:00:00,26.0,17.200018,train
2010-01-21 10:00:00,25.0,22.444656,train
2010-01-21 11:00:00,24.0,26.979288,train
2010-01-21 12:00:00,15.0,27.710213,train
2010-01-21 13:00:00,17.0,28.59621,train
2010-01-21 14:00:00,15.0,34.105103,train
2010-01-21 15:00:00,21.0,27.633106,train
2010-01-21 16:00:00,40.0,19.599695,train
2010-01-21 17:00:00,51.0,22.616121,train
2010-01-21 18:00:00,45.0,38.7978,train
2010-01-21 19:00:00,61.0,52.215446,train
2010-01-21 20:00:00,72.0,47.995953,train
2010-01-21 21:00:00,38.0,73.89613,train
2010-01-21 22:00:00,35.0,84.76885,train
2010-01-21 23:00:00,29.0,41.35683,train
2010-01-22 00:00:00,26.0,33.60981,train
2010-01-22 01:00:00,18.0,27.641012,train
2010-01-22 02:00:00,15.0,24.79227,train
2010-01-22 03:00:00,15.0,18.658918,train
2010-01-22 04:00:00,22.0,16.864737,train
2010-01-22 05:00:00,21.0,16.98948,train
