date,real,predicho,set
2010-01-01 00:00:00,47.0,44.380714,train
2010-01-01 01:00:00,51.0,50.891785,train
2010-01-01 02:00:00,49.0,51.986305,train
2010-01-01 03:00:00,52.0,51.768116,train
2010-01-01 04:00:00,47.0,48.495792,train
2010-01-01 05:00:00,49.0,45.37516,train
2010-01-01 06:00:00,49.5,43.6606,train
2010-01-01 07:00:00,52.0,53.8932,train
2010-01-01 08:00:00,50.0,58.25572,train
2010-01-01 09:00:00,51.0,51.48716,train
2010-01-01 10:00:00,50.84,46.12222,train
2010-01-01 11:00:00,52.0,48.4501,train
2010-01-01 12:00:00,58.0,53.611965,train
2010-01-01 13:00:00,129.0,40.961113,train
2010-01-01 14:00:00,129.0,45.838707,train
2010-01-01 15:00:00,129.0,92.44363,train
2010-01-01 16:00:00,129.0,81.45156,train
2010-01-01 17:00:00,129.0,74.95875,train
2010-01-01 18:00:00,129.0,138.87132,train
2010-01-01 19:00:00,129.0,102.55079,train
2010-01-01 20:00:00,148.0,121.141624,train
2010-01-01 21:00:00,159.0,88.39295,train
2010-01-01 22:00:00,181.0,81.327225,train
2010-01-01 23:00:00,138.0,102.567085,train
2010-01-02 00:00:00,109.0,118.12442,train
2010-01-02 01:00:00,105.0,138.86328,train
2010-01-02 02:00:00,124.0,163.79822,train
2010-01-02 03:00:00,120.0,158.37831,train
2010-01-02 04:00:00,132.0,134.84619,train
2010-01-02 05:00:00,140.0,118.94563,train
2010-01-02 06:00:00,152.0,123.18838,train
2010-01-02 07:00:00,148.0,135.85828,train
2010-01-02 08:00:00,164.0,129.64485,train
2010-01-02 09:00:00,158.0,144.25491,train
2010-01-02 10:00:00,154.0,145.49956,train
2010-01-02 11:00:00,159.0,158.13087,train
2010-01-02 12:00:00,164.0,157.03006,train
2010-01-02 13:00:00,170.0,168.16849,train
2010-01-02 14:00:00,149.0,166.2729,train
2010-01-02 15:00:00,154.0,165.08275,train
2010-01-02 16:00:00,164.0,174.77231,train
2010-01-02 17:00:00,156.0,170.72002,train
2010-01-02 18:00:00,125.99999999999999,186.30588,train
2010-01-02 19:00:00,90.0,151.18193,train
2010-01-02 20:00:00,62.99999999999999,163.93802,train
2010-01-02 21:00:00,65.0,167.07722,train
2010-01-02 22:00:00,55.0,156.9782,train
2010-01-02 23:00:00,65.0,146.47972,train
2010-01-03 00:00:00,83.0,98.42248,train
2010-01-03 01:00:00,91.0,90.256355,train
2010-01-03 02:00:00,86.0,100.740135,train
2010-01-03 03:00:00,82.0,94.338196,train
2010-01-03 04:00:00,86.0,102.0634,train
2010-01-03 05:00:00,78.0,116.80135,train
2010-01-03 06:00:00,98.0,112.58351,train
2010-01-03 07:00:00,107.0,107.64366,train
2010-01-03 08:00:00,90.0,101.35793,train
2010-01-03 09:00:00,96.0,104.442474,train
2010-01-03 10:00:00,95.0,94.17682,train
2010-01-03 11:00:00,86.0,109.50857,train
2010-01-03 12:00:00,70.0,121.285034,train
2010-01-03 13:00:00,61.0,99.05975,train
2010-01-03 14:00:00,53.0,111.63065,train
2010-01-03 15:00:00,71.0,111.58193,train
2010-01-03 16:00:00,72.0,103.19266,train
2010-01-03 17:00:00,76.0,88.116165,train
2010-01-03 18:00:00,73.0,78.37252,train
2010-01-03 19:00:00,79.0,75.10423,train
2010-01-03 20:00:00,58.0,55.960526,train
2010-01-03 21:00:00,25.0,50.561623,train
2010-01-03 22:00:00,26.0,50.197987,train
2010-01-03 23:00:00,28.0,49.64576,train
2010-01-04 00:00:00,26.0,49.02514,train
2010-01-04 01:00:00,20.0,47.040867,train
2010-01-04 02:00:00,29.0,26.862694,train
2010-01-04 03:00:00,26.0,26.401838,train
2010-01-04 04:00:00,27.0,25.165985,train
2010-01-04 05:00:00,27.0,20.818338,train
2010-01-04 06:00:00,25.0,19.013931,train
2010-01-04 07:00:00,29.0,25.274017,train
2010-01-04 08:00:00,32.0,18.542295,train
2010-01-04 09:00:00,28.0,20.443424,train
2010-01-04 10:00:00,29.0,23.482758,train
2010-01-04 11:00:00,30.0,17.571884,train
2010-01-04 12:00:00,30.0,24.638784,train
2010-01-04 13:00:00,28.0,26.634504,train
2010-01-04 14:00:00,26.0,27.714806,train
2010-01-04 15:00:00,31.0,31.957964,train
2010-01-04 16:00:00,33.0,34.144875,train
2010-01-04 17:00:00,29.0,35.01051,train
2010-01-04 18:00:00,31.0,37.959328,train
2010-01-04 19:00:00,30.0,32.31012,train
2010-01-04 20:00:00,34.0,30.152275,train
2010-01-04 21:00:00,27.0,34.236397,train
2010-01-04 22:00:00,25.0,26.591919,train
2010-01-04 23:00:00,28.0,28.459534,train
2010-01-05 00:00:00,28.0,31.50475,train
2010-01-05 01:00:00,27.0,35.588875,train
2010-01-05 02:00:00,27.0,31.072168,train
2010-01-05 03:00:00,27.0,25.77947,train
2010-01-05 04:00:00,29.0,31.50475,train
2010-01-05 05:00:00,36.0,40.14351,train
2010-01-05 06:00:00,30.0,38.235653,train
2010-01-05 07:00:00,27.0,36.733807,train
2010-01-05 08:00:00,39.0,34.80275,train
2010-01-05 09:00:00,41.0,34.115288,train
2010-01-05 10:00:00,33.0,41.36655,train
2010-01-05 11:00:00,50.0,39.11075,train
2010-01-05 12:00:00,56.0,37.157505,train
2010-01-05 13:00:00,59.0,46.93823,train
2010-01-05 14:00:00,60.0,70.982,train
2010-01-05 15:00:00,84.0,56.338448,train
2010-01-05 16:00:00,106.0,54.315712,train
2010-01-05 17:00:00,66.0,67.05749,train
2010-01-05 18:00:00,50.0,62.268703,train
2010-01-05 19:00:00,56.0,59.475327,train
2010-01-05 20:00:00,77.0,72.360886,train
2010-01-05 21:00:00,50.0,94.63646,train
2010-01-05 22:00:00,44.0,62.385784,train
2010-01-05 23:00:00,27.0,47.68537,train
2010-01-06 00:00:00,28.0,52.774406,train
2010-01-06 01:00:00,21.0,76.29855,train
2010-01-06 02:00:00,25.0,58.379234,train
2010-01-06 03:00:00,20.0,55.183273,train
2010-01-06 04:00:00,29.0,36.83844,train
2010-01-06 05:00:00,34.0,32.24732,train
2010-01-06 06:00:00,42.0,26.380007,train
2010-01-06 07:00:00,28.0,27.22802,train
2010-01-06 08:00:00,36.0,26.724566,train
2010-01-06 09:00:00,48.0,35.60756,train
2010-01-06 10:00:00,49.0,41.025585,train
2010-01-06 11:00:00,52.0,46.311916,train
2010-01-06 12:00:00,56.0,41.89848,train
2010-01-06 13:00:00,96.0,45.451332,train
2010-01-06 14:00:00,75.0,51.089466,train
2010-01-06 15:00:00,105.0,65.45729,train
2010-01-06 16:00:00,132.0,70.43552,train
2010-01-06 17:00:00,93.0,66.64853,train
2010-01-06 18:00:00,131.0,90.362305,train
2010-01-06 19:00:00,127.0,88.90128,train
2010-01-06 20:00:00,130.0,95.540184,train
2010-01-06 21:00:00,43.0,92.64165,train
2010-01-06 22:00:00,37.0,59.48185,train
2010-01-06 23:00:00,30.0,82.0796,train
2010-01-07 00:00:00,28.0,79.92185,train
2010-01-07 01:00:00,24.0,112.79813,train
2010-01-07 02:00:00,23.0,54.579758,train
2010-01-07 03:00:00,24.0,35.39011,train
2010-01-07 04:00:00,27.0,25.812218,train
2010-01-07 05:00:00,40.0,23.398962,train
2010-01-07 06:00:00,42.0,21.856668,train
2010-01-07 07:00:00,42.0,27.94449,train
2010-01-07 08:00:00,55.0,31.676777,train
2010-01-07 09:00:00,52.0,35.068016,train
2010-01-07 10:00:00,51.0,42.13868,train
2010-01-07 11:00:00,57.0,45.236637,train
2010-01-07 12:00:00,50.0,44.875225,train
2010-01-07 13:00:00,54.0,52.197723,train
2010-01-07 14:00:00,67.0,55.562008,train
2010-01-07 15:00:00,106.0,53.817238,train
2010-01-07 16:00:00,159.0,61.11233,train
2010-01-07 17:00:00,198.0,55.387352,train
2010-01-07 18:00:00,190.0,88.00309,train
2010-01-07 19:00:00,210.0,72.70869,train
2010-01-07 20:00:00,195.0,117.957405,train
2010-01-07 21:00:00,275.0,158.75916,train
2010-01-07 22:00:00,164.0,184.72897,train
2010-01-07 23:00:00,110.0,165.7573,train
2010-01-08 00:00:00,100.0,103.90201,train
2010-01-08 01:00:00,81.0,114.872635,train
2010-01-08 02:00:00,71.0,176.70341,train
2010-01-08 03:00:00,66.0,143.70348,train
2010-01-08 04:00:00,92.0,109.80917,train
2010-01-08 05:00:00,135.0,133.11914,train
2010-01-08 06:00:00,155.0,95.42375,train
2010-01-08 07:00:00,198.0,107.901855,train
2010-01-08 08:00:00,250.00000000000003,127.48909,train
2010-01-08 09:00:00,200.0,150.38199,train
2010-01-08 10:00:00,231.0,154.87112,train
2010-01-08 11:00:00,250.00000000000003,154.872,train
2010-01-08 12:00:00,212.0,200.73152,train
2010-01-08 13:00:00,219.0,191.97388,train
2010-01-08 14:00:00,227.0,183.45125,train
2010-01-08 15:00:00,226.0,204.34303,train
2010-01-08 16:00:00,225.0,233.24336,train
2010-01-08 17:00:00,168.0,214.92734,train
2010-01-08 18:00:00,169.0,200.92339,train
2010-01-08 19:00:00,165.0,205.02974,train
2010-01-08 20:00:00,159.0,199.57451,train
2010-01-08 21:00:00,167.0,128.5133,train
2010-01-08 22:00:00,196.0,93.225174,train
2010-01-08 23:00:00,169.0,99.98024,train
2010-01-09 00:00:00,155.0,153.29424,train
2010-01-09 01:00:00,119.0,116.18791,train
2010-01-09 02:00:00,106.0,136.1856,train
2010-01-09 03:00:00,93.0,156.69125,train
2010-01-09 04:00:00,84.0,124.55888,train
2010-01-09 05:00:00,73.0,96.291466,train
2010-01-09 06:00:00,66.0,80.167564,train
2010-01-09 07:00:00,40.0,81.93494,train
2010-01-09 08:00:00,49.0,67.456375,train
2010-01-09 09:00:00,50.0,74.17171,train
2010-01-09 10:00:00,49.0,79.41531,train
2010-01-09 11:00:00,41.0,73.73744,train
2010-01-09 12:00:00,37.0,45.893463,train
2010-01-09 13:00:00,45.0,52.109055,train
2010-01-09 14:00:00,44.0,53.13286,train
2010-01-09 15:00:00,54.0,81.648125,train
2010-01-09 16:00:00,50.0,65.24483,train
2010-01-09 17:00:00,47.0,60.601994,train
2010-01-09 18:00:00,66.0,67.53667,train
2010-01-09 19:00:00,75.0,58.921223,train
2010-01-09 20:00:00,82.0,56.25679,train
2010-01-09 21:00:00,66.0,71.71836,train
2010-01-09 22:00:00,83.0,72.61843,train
2010-01-09 23:00:00,62.0,82.4479,train
2010-01-10 00:00:00,40.0,71.610756,train
2010-01-10 01:00:00,23.0,75.81081,train
2010-01-10 02:00:00,25.0,62.3233,train
2010-01-10 03:00:00,27.0,65.96671,train
2010-01-10 04:00:00,35.0,53.423054,train
2010-01-10 05:00:00,50.0,41.699623,train
2010-01-10 06:00:00,70.0,24.365376,train
2010-01-10 07:00:00,75.0,21.728994,train
2010-01-10 08:00:00,58.0,24.38066,train
2010-01-10 09:00:00,70.0,33.404526,train
2010-01-10 10:00:00,68.0,53.897816,train
2010-01-10 11:00:00,71.0,73.687164,train
2010-01-10 12:00:00,88.0,80.797844,train
2010-01-10 13:00:00,84.0,90.683044,train
2010-01-10 14:00:00,83.0,111.63197,train
2010-01-10 15:00:00,66.0,128.52545,train
2010-01-10 16:00:00,27.0,116.20562,train
2010-01-10 17:00:00,24.0,76.37074,train
2010-01-10 18:00:00,22.0,71.90927,train
2010-01-10 19:00:00,23.0,70.711205,train
2010-01-10 20:00:00,27.0,61.40927,train
2010-01-10 21:00:00,23.0,29.834293,train
2010-01-10 22:00:00,17.0,16.996782,train
2010-01-10 23:00:00,17.0,19.459036,train
2010-01-11 00:00:00,16.0,19.724257,train
2010-01-11 01:00:00,16.0,47.880627,train
2010-01-11 02:00:00,20.0,30.744839,train
2010-01-11 03:00:00,20.0,21.50536,train
2010-01-11 04:00:00,18.0,25.429768,train
2010-01-11 05:00:00,25.0,24.799496,train
2010-01-11 06:00:00,26.0,25.70502,train
2010-01-11 07:00:00,27.0,21.863876,train
2010-01-11 08:00:00,28.0,20.790083,train
2010-01-11 09:00:00,15.0,21.65668,train
2010-01-11 10:00:00,24.0,25.282864,train
